Eugene
Lazurin
24d8ddfab44a4c87dce7313188dfe051
[7.5.2020 | 23:1:29] {"type":"cmd","data":"run"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:43] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:44] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:45] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:46] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:47] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:48] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:49] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:50] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:51] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:52] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:53] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:54] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
